"","eda","p3","ent","sex","cs_p13_1","e_con","ur","seg_soc","hrsocup","hij5c","mh_fil2","par_c","sal_sem","exp","exp2"
"374",35,"5222","28","2","7","1","1","2",30,"2","2","301",6450,14,196
"375",68,"5222","28","2","3","3","1","2",2,"3","2","101",860,54,2916
"376",34,"2811","28","2","6","5","1","1",24,"3","3","101",6000,13,169
"377",23,"5222","28","2","7","6","1","2",35,"1","2","301",4300,0,0
"378",41,"8343","28","1","4","5","1","2",51,"0","2","101",8600,23,529
"379",38,"5222","28","2","4","6","1","2",84,"1","2","301",6020,20,400
"380",18,"5222","30","2","4","6","1","2",0,"1","1","301",860,0,0
"381",61,"8343","30","1","7","6","1","2",14,"0","2","101",2150,39,1521
"382",47,"8343","30","2","3","5","1","2",48,"2","2","201",8600,32,1024
"383",36,"5222","30","2","4","6","1","2",40,"2","2","101",5375,18,324
"384",45,"5222","30","2","2","5","1","2",48,"2","2","201",5160,33,1089
"385",24,"5222","30","2","4","1","1","2",48,"3","2","201",4300,8,64
"386",30,"2811","30","2","6","6","1","1",24,"2","3","301",2800,9,81
"387",39,"2812","30","1","6","5","1","1",30,"0","3","101",3000,18,324
"388",26,"9722","30","1","7","6","1","1",40,"0","3","301",2600,4,16
"389",35,"8343","30","1","2","1","1","2",60,"0","2","101",8600,23,529
"390",39,"5222","30","2","7","6","1","2",84,"2","2","101",1250,16,256
"391",22,"5222","30","2","3","6","1","2",35,"2","2","301",4300,7,49
"392",42,"5222","30","2","2","5","1","2",35,"3","2","201",5160,30,900
"393",49,"5222","30","2","2","5","1","2",54,"2","2","101",6450,37,1369
"394",57,"8343","30","1","2","1","1","2",16,"0","2","201",1720,45,2025
"395",25,"2812","30","2","4","6","1","1",62,"1","3","301",3000,7,49
"396",35,"2811","30","2","7","5","1","2",36,"3","1","201",7740,16,256
"397",51,"5222","30","2","2","5","1","2",40,"2","2","201",3010,39,1521
"398",73,"5113","30","2","0","4","1","2",4,"3","2","101",1075,67,4489
"399",51,"9722","12","1","7","5","1","1",40,"0","3","101",4500,28,784
"400",29,"8343","12","1","4","1","1","1",70,"0","2","501",6000,11,121
"401",46,"5222","12","2","0","3","1","2",48,"3","2","401",5160,40,1600
"402",44,"2811","12","2","6","6","1","1",24,"3","3","301",4000,26,676
"403",56,"2812","12","1","4","1","1","2",14,"0","1","101",12000,38,1444
"404",42,"5222","12","2","4","6","1","2",24,"1","2","301",2322,24,576
"405",46,"5113","12","2","4","1","1","2",25,"2","2","202",5000,28,784
"406",32,"5222","12","2","7","6","1","2",18,"1","2","301",8600,11,121
"407",60,"9722","12","2","4","4","1","1",21,"3","3","412",3000,43,1849
"408",57,"5113","12","2","2","5","1","2",48,"3","2","101",6450,45,2025
"409",29,"5113","12","1","7","5","1","1",40,"0","2","301",1750,6,36
"410",57,"9722","12","1","3","5","1","1",46,"0","3","101",4000,43,1849
"411",47,"5222","12","2","3","2","1","2",48,"3","2","101",2580,32,1024
"412",48,"5222","12","2","4","5","1","2",45,"2","2","101",2150,30,900
"413",50,"2811","12","2","6","5","1","1",40,"2","3","101",5000,32,1024
"414",47,"5222","12","2","7","4","1","2",46,"3","2","101",2000,27,729
"415",56,"5222","12","2","2","3","1","2",0,"3","2","101",4300,47,2209
"416",44,"2812","12","1","7","5","1","1",45,"0","3","101",4000,21,441
"417",39,"2811","1","2","6","1","1","1",60,"1","3","202",2625,18,324
"418",19,"9722","1","1","3","1","1","2",36,"0","3","301",4300,4,16
"419",41,"2811","1","2","7","3","1","1",48,"2","3","101",8600,21,441
"420",55,"5222","1","2","3","5","1","2",8,"3","2","201",1290,40,1600
"421",23,"5222","1","2","4","6","1","2",16,"1","2","301",1720,5,25
"422",42,"2812","1","2","7","5","1","1",51,"2","3","201",2000,19,361
"423",55,"9722","1","1","4","6","1","1",40,"0","3","101",1313.75,37,1369
"424",56,"2811","1","2","6","5","1","1",32,"2","3","201",4000,38,1444
"425",56,"2811","1","2","6","5","1","1",32,"2","3","201",2800,38,1444
"426",56,"2811","1","1","4","6","1","2",32,"0","1","301",4000,38,1444
"427",56,"2811","1","1","4","6","1","2",32,"0","1","301",2800,38,1444
"428",58,"5222","1","2","2","6","1","2",40,"3","2","101",2580,47,2209
"429",45,"2811","1","2","6","2","1","1",32,"3","3","101",2000,27,729
"430",51,"5222","1","2","6","5","1","1",48,"2","2","301",7740,36,1296
"431",24,"2811","1","2","6","2","1","2",32,"1","3","101",5375,5,25
"432",60,"9722","1","1","4","5","1","1",35,"0","3","101",2700,42,1764
"433",27,"5222","1","2","3","6","1","2",20,"1","1","301",3440,12,144
"434",54,"5222","16","2","4","2","1","2",36,"3","2","101",4300,36,1296
"435",52,"5113","16","2","2","6","1","2",40,"2","2","401",5160,40,1600
"436",13,"5222","16","2","2","6","1","2",8,"1","2","301",860,1,1
"437",26,"2811","16","2","6","2","1","1",48,"2","3","301",1750,8,64
"438",21,"2811","16","2","6","2","1","1",48,"2","3","301",1750,3,9
"439",21,"5222","16","2","4","6","1","2",56,"1","2","301",6450,3,9
"440",21,"2811","16","2","6","6","1","2",40,"1","3","301",700,3,9
"441",50,"2811","16","2","6","2","1","1",40,"3","3","101",6000,32,1024
"442",27,"5222","16","2","2","6","1","2",40,"1","2","301",4300,15,225
"443",46,"2811","16","2","6","5","1","1",40,"2","3","201",6800,28,784
"444",51,"9722","16","1","7","5","1","1",40,"0","3","101",4200,31,961
"445",28,"2811","16","2","6","5","1","1",45,"2","3","201",3700,10,100
"446",55,"5222","16","2","2","2","1","2",66,"3","2","101",3440,43,1849
"447",51,"5222","16","2","3","2","1","2",18,"3","2","101",5160,36,1296
"448",58,"9722","16","1","3","5","1","1",40,"0","3","101",6000,43,1849
"449",18,"5222","16","2","4","6","1","2",10,"1","2","301",2580,0,0
"450",50,"5222","16","2","3","1","1","2",36,"2","2","201",3870,35,1225
"451",59,"5222","16","2","2","4","1","2",32,"4","2","101",1000,47,2209
"452",41,"2812","16","1","8","3","1","2",23,"0","1","101",2500,16,256
"453",33,"9722","16","2","7","1","1","1",40,"1","3","201",8900,11,121
"454",40,"9722","16","1","7","1","1","1",40,"0","3","101",8900,18,324
"455",48,"9722","16","1","7","5","1","2",30,"0","3","301",6000,26,676
"456",29,"2812","16","1","7","1","1","2",60,"0","3","101",7740,9,81
"457",22,"9722","16","1","4","6","1","1",45,"0","3","301",5590,4,16
"458",47,"2812","16","2","4","1","1","2",8,"3","1","201",6450,29,841
"459",49,"5222","16","2","4","5","1","2",48,"3","2","201",8600,31,961
"460",31,"2812","16","2","4","6","1","2",1,"1","1","101",500,13,169
"461",43,"5222","16","2","7","5","1","2",30,"2","1","201",2150,22,484
"462",25,"9722","16","2","4","2","1","1",27,"2","3","301",5590,9,81
"463",23,"5222","16","2","7","6","1","2",8,"1","2","301",2150,0,0
"464",46,"8343","16","1","3","6","1","2",32,"0","2","101",1375,31,961
"465",57,"5222","16","2","6","2","1","2",25,"2","2","101",6450,39,1521
"466",27,"9722","16","2","8","6","1","1",40,"1","3","101",6000,3,9
"467",21,"9722","16","1","7","6","1","2",9,"0","3","301",2580,2,4
"468",21,"5222","16","2","3","1","1","2",21,"1","2","301",2150,6,36
"469",19,"5222","16","2","4","1","1","2",18,"2","2","418",3870,2,4
"470",33,"9722","16","1","4","5","1","1",40,"0","3","101",4000,15,225
"471",26,"5222","16","2","4","5","1","2",60,"2","2","201",6450,8,64
"472",14,"5222","16","1","3","6","1","2",15,"0","2","301",860,1,1
"473",20,"8343","15","1","7","6","1","2",15,"0","2","301",5160,0,0
"474",31,"2811","15","2","6","5","1","1",40,"2","3","201",5000,13,169
"475",53,"5222","15","2","3","5","1","1",40,"2","2","201",1500,38,1444
"476",43,"5222","15","2","3","5","1","2",48,"2","2","101",4300,28,784
"477",56,"2811","15","2","6","5","1","1",24,"2","3","201",4000,38,1444
"478",43,"2811","15","2","6","5","1","1",27,"2","3","201",6000,25,625
"479",51,"5222","15","2","4","5","1","2",18,"1","2","201",3225,33,1089
"480",20,"2811","15","2","6","6","1","2",96,"1","3","301",2300,2,4
"481",25,"8343","15","1","3","1","1","2",48,"0","2","201",6450,10,100
"482",49,"5222","15","2","2","2","1","2",40,"3","2","601",6880,40,1600
"483",51,"5222","15","2","7","6","1","2",30,"2","2","101",6020,30,900
"484",51,"5222","15","2","3","6","1","2",15,"2","2","401",4300,36,1296
"485",26,"2812","5","2","6","6","1","1",36,"1","3","301",7740,5,25
"486",64,"2811","5","2","6","4","1","1",48,"3","3","101",2200,46,2116
"487",18,"2811","5","2","6","6","1","1",35,"1","3","301",7740,0,0
"488",43,"2811","5","2","6","5","1","1",36,"3","3","201",6000,26,676
"489",51,"5222","5","2","2","1","1","2",48,"1","2","202",2365,39,1521
"490",63,"8343","5","1","3","5","1","1",48,"0","2","101",8600,48,2304
"491",31,"2811","5","2","6","6","1","1",40,"2","3","101",6000,10,100
"492",38,"5222","5","2","4","3","1","1",29,"2","2","101",7740,20,400
"493",28,"2812","5","1","4","6","1","2",48,"0","3","101",2750,10,100
"494",55,"2811","5","2","6","6","1","1",40,"3","3","101",3400,37,1369
"495",25,"2811","5","2","6","6","1","1",40,"1","3","301",5000,6,36
"496",21,"2811","5","2","6","1","1","1",30,"1","3","101",4400,3,9
"497",18,"5222","5","2","4","6","1","2",42,"1","2","301",500,2,4
"498",43,"5222","5","2","3","5","1","2",25,"2","2","201",4300,28,784
"499",48,"2812","5","1","6","6","1","2",30,"0","3","101",11610,30,900
"500",50,"2811","5","2","6","3","1","1",40,"3","3","101",6000,32,1024
"501",19,"2812","5","1","6","1","1","1",30,"0","3","301",3500,1,1
"502",28,"2811","5","2","6","1","1","1",36,"2","3","201",7000,10,100
"503",55,"2811","5","2","6","5","1","1",40,"2","3","101",8000,37,1369
"504",21,"5222","5","2","7","6","1","2",20,"1","2","301",8600,1,1
"505",34,"2811","5","2","6","5","1","1",40,"1","3","413",4000,16,256
"506",31,"5222","5","2","7","5","1","2",15,"2","2","201",6450,9,81
"507",58,"5222","5","2","6","2","1","2",48,"3","2","101",10100,37,1369
"508",47,"8343","27","1","4","5","1","2",51,"0","2","101",8600,29,841
"509",45,"2811","27","2","8","5","1","1",35,"2","3","101",5000,22,484
"510",51,"8343","27","1","4","5","1","2",60,"0","2","418",6880,33,1089
"511",60,"8343","27","1","2","5","1","2",60,"0","2","601",8600,48,2304
"512",44,"8343","27","1","7","6","1","2",28,"0","2","301",3870,21,441
"513",67,"8343","27","1","2","5","1","2",40,"0","2","101",8600,55,3025
"514",24,"8343","27","1","7","5","1","1",30,"0","2","408",1500,5,25
"515",28,"2811","27","1","7","6","1","1",48,"0","3","301",6000,8,64
"516",64,"8343","27","1","3","5","1","2",3,"0","2","101",860,49,2401
"517",29,"2811","27","2","7","1","1","1",40,"2","3","201",4500,9,81
"518",41,"5222","27","2","3","5","1","1",48,"2","2","201",4300,26,676
"519",44,"2811","27","2","6","5","1","1",40,"3","3","201",5500,23,529
"520",38,"5222","27","2","3","5","1","2",0,"3","2","201",6450,23,529
"521",47,"5113","27","2","2","6","1","2",20,"2","2","301",3225,38,1444
"522",38,"5222","27","2","4","2","1","2",50,"2","2","301",4300,20,400
"523",38,"5222","27","2","4","6","1","2",60,"1","1","301",2150,22,484
"524",56,"9722","27","1","2","4","1","2",18,"0","1","101",2580,44,1936
"525",18,"5222","27","2","2","6","1","2",35,"1","2","408",3440,6,36
"526",26,"5222","27","2","3","1","1","2",50,"2","2","201",750,11,121
"527",16,"5222","27","2","4","6","1","2",16,"1","1","301",2150,0,0
"528",40,"8343","27","1","3","5","1","2",54,"0","2","101",7740,25,625
"529",56,"5222","27","2","4","5","1","2",25,"3","2","201",2150,38,1444
"530",53,"5222","27","2","2","4","1","2",30,"2","2","101",3010,41,1681
"531",40,"2812","27","2","4","5","1","1",36,"3","3","201",2500,22,484
"532",57,"2811","27","2","6","5","1","1",24,"2","3","201",7000,36,1296
"533",39,"5222","27","2","7","1","1","2",28,"2","2","201",6450,16,256
"534",23,"2811","7","2","7","6","1","1",36,"1","3","301",2000,3,9
"535",22,"5222","7","2","7","1","1","2",10,"1","2","418",4300,2,4
"536",41,"9722","7","1","4","5","1","1",72,"0","3","101",3500,23,529
"537",41,"9722","7","1","8","6","1","1",40,"0","3","301",4200,18,324
"538",52,"8343","7","1","3","5","1","2",64,"0","2","101",8600,37,1369
"539",41,"5222","7","2","3","2","1","2",30,"3","2","101",3440,26,676
"540",55,"5113","7","2","3","6","1","2",54,"2","2","101",3000,40,1600
"541",38,"2811","7","2","7","5","1","1",40,"2","3","201",8900,19,361
"542",23,"5222","7","2","4","6","1","2",16,"1","2","403",1290,6,36
"543",33,"5222","7","2","4","2","1","2",24,"2","2","101",3010,15,225
"544",19,"5222","7","1","4","6","1","2",4,"0","2","301",1720,3,9
"545",21,"2811","7","2","7","6","1","1",40,"1","3","301",1250,1,1
"546",62,"8343","7","1","2","5","1","2",60,"0","2","101",6450,50,2500
"547",42,"5222","7","2","4","1","1","2",35,"3","2","201",3440,24,576
"548",20,"8343","7","1","4","6","1","2",36,"0","2","301",8600,2,4
"549",23,"2811","7","2","7","6","1","1",40,"1","3","301",2000,3,9
"550",32,"2811","7","2","6","6","1","2",40,"1","3","101",7000,14,196
"551",21,"5222","7","2","4","6","1","2",54,"1","2","301",1505,4,16
"552",59,"5222","7","2","0","1","1","2",45,"2","2","101",1000,53,2809
"553",68,"5222","7","2","2","1","1","2",12,"4","2","201",1935,56,3136
"554",68,"9722","7","1","3","5","1","1",40,"0","3","101",4000,54,2916
"555",24,"2811","7","2","6","6","1","1",72,"1","3","301",2200,4,16
"556",37,"5222","7","2","4","1","1","2",20,"2","2","201",4300,19,361
"557",45,"9722","7","1","3","5","1","1",46,"0","3","101",3600,30,900
"558",65,"8343","7","1","2","5","1","2",66,"0","2","201",2000,56,3136
"559",34,"5222","7","2","7","1","1","2",36,"2","2","201",3870,12,144
"560",34,"8343","7","1","4","1","1","2",40,"0","2","101",4000,16,256
"561",51,"9722","7","2","8","4","1","1",54,"2","3","101",9000,27,729
"562",51,"2812","7","1","3","6","1","2",22,"0","1","301",875,36,1296
"563",26,"9722","7","1","4","1","1","1",51,"0","3","301",2500,8,64
"564",44,"5222","7","2","4","5","1","2",36,"2","2","201",2000,26,676
"565",34,"9722","7","1","7","6","1","1",46,"0","3","301",3000,11,121
"566",35,"5222","7","2","3","5","1","2",20,"3","2","201",2000,20,400
"567",43,"2811","7","2","6","1","1","1",24,"2","3","201",7500,26,676
"568",41,"2812","8","2","7","5","1","2",3,"2","3","201",1750,18,324
"569",56,"2811","8","2","6","5","1","1",40,"3","3","201",8000,38,1444
"570",19,"5222","8","2","4","6","1","2",50,"1","2","301",8600,1,1
"571",70,"5222","8","2","2","5","1","2",15,"3","2","201",1290,58,3364
"572",30,"2811","8","1","6","5","1","1",0,"0","3","101",7740,12,144
"573",34,"2811","8","2","6","5","1","1",48,"2","3","201",7740,16,256
"574",33,"2811","8","2","6","5","1","1",40,"2","3","201",7000,16,256
"575",54,"5222","8","2","3","5","1","2",30,"3","2","201",4300,39,1521
"576",39,"2812","8","1","3","5","1","2",32,"0","3","101",8600,24,576
"577",43,"5113","8","2","3","5","1","2",10,"2","2","201",2580,28,784
"578",18,"5222","8","2","2","6","1","2",0,"1","2","301",1075,6,36
"579",21,"9722","8","1","3","6","1","1",48,"0","3","301",7740,6,36
"580",56,"5222","8","2","0","4","1","2",48,"2","2","101",2150,50,2500
"581",16,"5222","8","2","3","6","1","2",35,"2","2","301",3010,1,1
"582",35,"2812","8","1","7","6","1","1",54,"0","3","301",7000,11,121
"583",37,"5222","2","2","4","5","1","1",32,"3","2","301",7740,19,361
"584",21,"5222","2","2","3","5","1","2",20,"2","2","301",5160,6,36
"585",48,"5222","2","2","3","6","1","2",36,"1","1","413",2580,33,1089
"586",52,"5222","2","2","3","1","1","2",24,"2","2","201",3870,37,1369
"587",53,"5222","2","2","3","4","1","2",24,"2","2","101",3010,38,1444
"588",20,"5222","2","2","3","1","1","2",0,"2","2","418",8600,5,25
"589",60,"5222","2","2","3","5","1","2",8,"2","2","201",1290,45,2025
"590",47,"5222","2","2","4","1","1","2",50,"2","2","101",4300,29,841
"591",22,"9722","2","2","7","6","1","2",25,"1","3","301",8600,1,1
"592",24,"2812","2","1","4","6","1","1",42,"0","3","413",10750,6,36
"593",48,"2811","2","2","6","5","1","1",40,"1","3","201",2250,31,961
"594",41,"5222","2","2","3","1","1","2",24,"3","2","201",500,26,676
"595",44,"5222","2","2","3","2","1","2",20,"3","2","101",1720,29,841
"596",66,"5222","2","2","2","4","1","2",8,"3","1","101",4300,57,3249
"597",56,"2812","2","2","6","6","1","2",12,"1","3","403",4000,39,1521
"598",65,"5222","2","2","2","6","1","2",50,"4","1","101",1720,57,3249
"599",53,"5222","2","2","3","5","1","2",40,"3","2","201",10320,38,1444
"600",51,"5222","2","2","3","4","1","2",40,"3","2","101",6450,37,1369
"601",33,"2812","2","2","7","6","1","2",8,"1","1","301",4300,10,100
"602",54,"5222","2","2","2","4","1","2",16,"2","2","101",4300,42,1764
"603",59,"5222","2","2","2","6","1","2",60,"3","2","101",3870,47,2209
"604",29,"5222","25","2","4","5","1","2",50,"3","1","201",4300,11,121
"605",62,"5222","25","2","3","4","1","2",0,"4","2","101",4300,47,2209
"606",24,"5222","25","2","3","6","1","2",48,"1","2","419",4300,10,100
"607",34,"5222","25","2","4","5","1","2",48,"2","2","101",6880,18,324
"608",53,"5222","25","2","2","2","1","2",15,"2","2","101",1500,41,1681
"609",57,"8343","25","1","7","5","1","1",48,"0","2","201",8600,34,1156
"610",32,"5222","25","2","3","6","1","1",50,"1","2","403",1500,17,289
"611",64,"5222","25","2","2","5","1","2",45,"2","1","201",3000,52,2704
"612",40,"5222","25","2","3","5","1","2",48,"3","2","201",6450,25,625
"613",38,"9722","25","1","4","5","1","1",57,"0","3","101",7740,20,400
"614",18,"5222","25","2","4","6","1","2",60,"1","2","408",3870,1,1
"615",54,"8343","25","1","7","6","1","2",36,"0","2","301",9460,31,961
"616",28,"9722","25","2","7","1","1","1",24,"1","3","201",8600,5,25
"617",45,"2811","25","2","6","5","1","1",36,"3","3","201",5500,27,729
"618",46,"5222","25","2","2","5","1","2",40,"3","2","201",6450,37,1369
"619",56,"5113","25","2","2","5","1","2",15,"3","2","201",6450,44,1936
"620",22,"9722","25","1","4","6","1","1",48,"0","3","413",5160,4,16
"621",19,"9722","25","1","4","6","1","1",24,"0","3","301",8600,1,1
"622",57,"5222","25","2","4","1","1","2",78,"3","2","202",11395,39,1521
"623",61,"5113","25","2","3","5","1","2",20,"3","2","201",5160,46,2116
"624",40,"5113","25","2","7","5","1","1",45,"2","2","201",5000,17,289
"625",23,"2811","25","2","6","6","1","1",45,"1","3","501",5000,2,4
"626",46,"5222","25","2","7","5","1","2",30,"3","2","201",2580,23,529
"627",52,"9722","25","1","4","5","1","1",46,"0","3","101",9890,34,1156
"628",51,"5113","25","2","2","6","1","2",30,"3","2","101",6450,39,1521
"629",54,"5222","25","2","3","5","1","2",48,"3","1","201",500,39,1521
"630",55,"5222","25","2","3","3","1","2",24,"2","2","101",6880,41,1681
"631",57,"5222","25","2","2","4","1","2",55,"3","1","101",1500,45,2025
"632",54,"5222","25","2","3","4","1","2",72,"3","2","601",5160,39,1521
"633",71,"5222","25","2","2","4","1","2",45,"2","2","419",3440,59,3481
"634",45,"5222","25","2","2","4","1","2",70,"3","2","101",9030,35,1225
"635",21,"9722","25","1","4","6","1","1",56,"0","3","408",6450,3,9
"636",55,"5222","25","2","6","3","1","2",50,"1","2","101",5590,38,1444
"637",28,"5222","25","2","3","6","1","2",12,"3","2","101",200,13,169
"638",60,"5222","25","2","2","5","1","2",12,"3","2","201",3870,48,2304
"639",15,"5222","26","2","2","6","1","2",10,"1","2","419",2150,4,16
"640",48,"9722","26","1","7","5","1","1",50,"0","3","101",12000,25,625
"641",53,"2812","26","1","6","5","1","1",72,"0","3","101",3750,32,1024
"642",52,"5222","26","2","3","5","1","1",48,"3","2","201",6450,37,1369
"643",52,"5222","26","2","4","3","1","2",32,"2","1","101",8600,34,1156
"644",24,"5222","26","2","4","2","1","2",56,"2","1","101",4300,7,49
"645",45,"5222","26","2","3","2","1","2",56,"3","1","401",4300,30,900
"646",51,"5222","26","2","2","1","1","2",60,"3","2","201",1500,39,1521
"647",22,"5222","26","2","7","6","1","2",4,"1","2","301",2150,1,1
"648",59,"5222","26","2","6","1","1","2",18,"3","2","101",3870,42,1764
"649",60,"5222","26","2","4","3","1","2",16,"3","2","101",2580,42,1764
"650",58,"9722","26","1","3","5","1","1",48,"0","3","101",7224,43,1849
"651",55,"5222","26","2","6","5","1","2",50,"3","2","201",3010,37,1369
"652",41,"5222","26","2","4","5","1","2",27,"2","2","201",1935,23,529
"653",21,"5222","26","2","7","6","1","2",12,"1","2","301",3440,0,0
"654",45,"2811","26","2","7","1","1","1",35,"2","3","201",7000,25,625
"655",54,"5222","26","2","4","5","1","2",20,"3","2","201",2150,36,1296
"656",16,"5222","26","2","3","6","1","2",50,"1","2","408",2580,1,1
"657",66,"5222","26","2","4","2","1","2",12,"4","2","101",2580,48,2304
"658",39,"5222","26","2","3","1","1","2",24,"3","2","301",5160,24,576
"659",55,"5222","26","2","3","5","1","1",48,"1","2","201",5375,40,1600
"660",73,"5222","26","2","3","4","1","2",20,"1","2","403",6450,58,3364
"661",55,"5222","26","2","3","6","1","2",4,"3","2","101",1290,40,1600
"662",38,"5222","26","2","4","3","1","2",8,"2","2","301",4300,22,484
"663",54,"9722","26","1","3","1","1","1",40,"0","3","101",2500,39,1521
"664",52,"5222","26","2","2","1","1","2",66,"4","2","201",5590,40,1600
"665",48,"5222","10","2","3","6","1","2",56,"3","2","101",5160,33,1089
"666",28,"5222","10","2","3","6","1","2",30,"3","2","301",3440,13,169
"667",51,"9722","10","1","7","6","1","1",40,"0","3","101",3600,28,784
"668",50,"5222","10","1","3","2","1","2",15,"0","2","101",1250,35,1225
"669",49,"9722","10","1","3","5","1","1",84,"0","3","101",7310,34,1156
"670",21,"8343","10","1","4","1","1","2",72,"0","2","418",10320,3,9
"671",46,"5222","10","2","3","5","1","1",36,"3","2","201",3440,31,961
"672",55,"9722","10","2","3","4","1","2",42,"3","3","101",2000,40,1600
"673",51,"5222","10","2","3","4","1","1",84,"3","2","101",7310,36,1296
"674",21,"9722","10","2","3","6","1","2",70,"1","3","301",3010,6,36
"675",45,"5222","10","2","7","5","1","2",6,"2","2","301",1720,22,484
"676",30,"9722","10","2","8","6","1","1",35,"2","3","301",6000,6,36
"677",85,"5113","10","2","2","6","1","2",36,"1","2","403",1032,76,5776
"678",25,"5222","10","2","3","6","1","2",60,"2","2","301",6450,10,100
"679",32,"5222","10","2","3","6","1","1",30,"3","2","301",6450,17,289
"680",22,"5222","10","2","7","6","1","2",20,"1","2","301",1290,0,0
"681",18,"5222","10","2","4","6","1","2",12,"1","2","301",1290,1,1
"682",42,"9722","10","2","7","6","1","1",35,"2","3","301",5000,19,361
"683",19,"9722","10","2","3","6","1","2",30,"1","3","408",3010,4,16
"684",35,"5222","10","2","3","5","1","2",48,"2","2","201",8600,20,400
"685",31,"5222","10","2","4","6","1","2",36,"2","2","301",4300,13,169
"686",52,"5222","10","2","3","5","1","2",6,"2","2","201",1720,37,1369
"687",46,"5222","10","2","3","2","1","2",36,"2","2","101",1500,31,961
"688",30,"2811","10","1","7","1","1","1",40,"0","3","101",7000,11,121
"689",47,"5222","10","2","3","5","1","2",15,"3","2","201",5160,32,1024
"690",56,"2812","10","2","3","2","1","2",18,"3","1","101",5160,41,1681
"691",52,"5222","10","2","3","3","1","2",63,"2","2","101",6450,37,1369
"692",45,"5222","10","2","3","5","1","2",44,"3","2","201",500,30,900
"693",31,"2811","10","2","6","6","1","1",40,"1","3","301",3100,10,100
"694",20,"9722","10","1","4","6","1","1",45,"0","3","101",3000,2,4
"695",40,"5222","10","2","4","1","1","2",30,"2","2","201",3440,22,484
"696",45,"8343","10","1","2","5","1","1",48,"0","2","201",5160,33,1089
"697",27,"2812","10","1","6","5","1","1",36,"0","3","301",5000,6,36
"698",33,"5113","18","2","4","6","1","2",39,"2","2","101",5160,17,289
"699",59,"2811","18","2","6","5","1","2",84,"2","1","201",12040,41,1681
"700",72,"5222","18","2","2","6","1","2",48,"4","2","101",2580,60,3600
"701",38,"2812","18","1","7","5","1","2",0,"0","3","201",4300,16,256
"702",57,"5222","18","2","3","5","1","2",40,"3","1","201",1290,42,1764
"703",61,"5222","18","2","4","5","1","2",15,"3","2","201",2150,43,1849
"704",43,"5222","18","2","4","3","1","2",48,"3","1","101",3440,25,625
"705",51,"8343","18","1","4","5","1","1",0,"0","2","101",6000,33,1089
"706",35,"5222","18","2","2","5","1","2",34,"3","2","418",6450,23,529
"707",47,"5113","18","2","3","5","1","2",8,"2","2","201",1720,32,1024
"708",16,"9722","18","1","3","6","1","2",4,"0","1","301",430,2,4
"709",24,"5222","18","2","4","5","1","2",33,"2","2","201",3010,6,36
"710",22,"2812","18","1","4","6","1","2",46,"0","3","301",8600,4,16
"711",50,"2811","18","2","6","6","1","1",36,"2","3","101",4600,31,961
"712",45,"8343","18","1","4","5","1","1",50,"0","2","101",4500,28,784
"713",57,"5222","18","2","3","5","1","2",63,"3","1","201",6000,42,1764
"714",59,"5222","18","2","3","2","1","2",47,"3","2","101",5160,44,1936
"715",20,"5222","18","2","4","6","1","2",24,"1","2","301",3010,2,4
"716",81,"5222","18","2","2","2","1","2",48,"3","2","101",2150,69,4761
"717",37,"9722","18","1","7","1","1","1",30,"0","3","101",5200,15,225
"718",57,"5222","18","2","3","6","1","1",54,"3","2","101",10750,43,1849
"719",31,"2811","18","2","7","2","1","2",40,"2","3","101",3000,12,144
"720",42,"9722","18","2","7","5","1","1",40,"1","3","201",8000,19,361
"721",25,"5222","18","2","7","6","1","2",15,"1","2","101",2580,3,9
"722",63,"5222","18","2","2","1","1","2",56,"3","2","201",4300,54,2916
"723",47,"5222","18","2","3","2","1","2",30,"3","2","101",2150,32,1024
"724",21,"2811","18","2","7","1","1","2",36,"1","1","201",1600,2,4
"725",33,"9722","18","1","6","1","1","1",44,"0","3","101",10750,13,169
"726",29,"5222","4","2","4","6","1","2",51,"1","2","301",3225,11,121
"727",41,"2811","4","1","6","6","1","1",40,"0","3","101",3700,23,529
"728",27,"8343","4","1","4","6","1","2",30,"0","2","408",2150,9,81
"729",55,"2811","4","1","6","5","1","1",40,"0","3","101",10000,37,1369
"730",52,"2811","4","2","6","5","1","1",40,"3","3","201",12000,34,1156
"731",40,"5222","4","2","2","5","1","2",48,"3","2","101",3870,28,784
"732",66,"5113","4","2","2","2","1","2",15,"3","2","101",4300,58,3364
"733",56,"2812","4","1","6","6","1","2",60,"0","1","101",2500,39,1521
"734",21,"9722","4","2","4","1","1","2",48,"2","3","418",4515,4,16
"735",24,"5222","4","2","7","6","1","2",36,"1","2","301",2580,3,9
"736",33,"5222","4","2","4","6","1","2",30,"2","2","301",4300,15,225
"737",28,"9722","4","1","4","5","1","2",32,"0","1","101",3440,10,100
"738",47,"5222","4","2","4","2","1","2",48,"2","2","101",5160,29,841
"739",22,"5222","4","2","7","6","1","2",9,"1","2","301",1075,2,4
"740",36,"2811","4","2","6","6","1","2",36,"1","3","301",3000,19,361
"741",49,"5222","4","2","6","4","1","2",32,"2","2","101",6450,31,961
"742",36,"5222","4","2","3","1","1","2",24,"2","2","201",1032,21,441
"743",38,"2812","4","2","7","5","1","2",42,"2","3","201",8600,16,256
"744",42,"8343","4","1","4","5","1","2",30,"0","2","101",2580,24,576
"745",41,"8343","4","1","3","5","1","2",72,"0","2","101",7740,26,676
"746",29,"2811","4","1","7","5","1","1",36,"0","3","101",5000,6,36
