"SEXO","EDAD","ENT","ESC","urbano","TIEMPO_TOTAL","SIT_CONYUGAL","INDIGENA","TIPO_TRABAJO","PROGRAMA_SOCIAL","SEGURO_MEDICO","PAREN","TIEMPO_CHOF","TIEMPO_COCIN","TIEMPO_ENF_TEC","TIEMPO_FISIO","TIEMPO_CUID","NUM_PER","esc_jefe","jefatura_femenina","edad_jefe","SAL_SEM"
0,32,12,11,0,5.83333333333333,5,1,3,0,1,1,0,0,0,0,5.83333333333333,5,10,0,32,1200
1,28,12,12,0,0.933333333333333,5,1,4,0,1,2,0,0,0.233333333333333,0,0.7,5,10,0,32,350
0,12,12,12,0,0,6,1,3,0,1,3,0,0,0,0,0,5,10,0,32,160
0,48,12,0,0,0,6,0,2,0,1,1,0,0,0,0,0,1,0,0,48,NA
0,38,12,12,0,13.5,5,1,1,0,1,1,6,0,0,0,7.5,9,9,0,38,1000
1,35,12,10,0,15.8666666666667,5,1,4,0,1,2,4.5,0.5,3.7,0,7.16666666666667,9,9,0,38,450
1,16,12,4,0,17.4166666666667,6,1,NA,0,1,3,9,1,5.5,0,1.91666666666667,9,9,0,38,NA
1,14,12,8,0,3.16666666666667,6,1,2,0,1,3,0,0,1,0,2.16666666666667,9,9,0,38,NA
1,12,12,4,0,21.3333333333333,6,0,NA,0,1,3,5,3,7,0,6.33333333333333,9,9,0,38,NA
0,47,12,12,0,0,1,1,3,0,1,1,0,0,0,0,0,6,9,0,47,300
1,38,12,4,0,0,1,1,NA,0,1,2,0,0,0,0,0,6,9,0,47,NA
1,17,12,15,0,0,6,1,NA,0,1,3,0,0,0,0,0,6,9,0,47,NA
1,15,12,11,0,0,6,1,NA,0,1,3,0,0,0,0,0,6,9,0,47,NA
1,65,12,10,1,0,2,0,4,0,1,1,0,0,0,0,0,2,5,1,65,750
0,44,12,12,1,0,2,0,1,0,0,3,0,0,0,0,0,2,5,1,65,700
1,52,12,0,1,0,6,0,4,0,1,1,0,0,0,0,0,2,0,1,52,500
0,16,12,13,1,0,6,0,NA,0,1,3,0,0,0,0,0,2,0,1,52,NA
0,50,12,12,1,0,1,0,4,0,0,1,0,0,0,0,0,1,6,0,50,1000
0,35,12,15,1,0,1,1,3,0,1,1,0,0,0,0,0,4,12,0,35,700
1,24,12,12,1,0,1,0,NA,0,1,2,0,0,0,0,0,4,12,0,35,NA
1,82,12,6,1,0,4,0,NA,0,1,1,0,0,0,0,0,2,3,1,82,NA
1,77,12,12,1,0,2,0,4,0,1,7,0,0,0,0,0,2,3,1,82,500
0,46,12,13,1,0,5,0,1,0,1,1,0,0,0,0,0,3,11,0,46,700
1,45,12,12,1,0,5,1,NA,0,1,2,0,0,0,0,0,3,11,0,46,NA
0,55,12,20,1,0,4,0,2,0,1,1,0,0,0,0,0,4,16,0,55,NA
1,24,12,22,1,0,5,0,1,0,1,3,0,0,0,0,0,4,16,0,55,1825
0,22,12,15,1,0,6,0,1,0,1,3,0,0,0,0,0,4,16,0,55,2625
0,25,12,16,1,0,5,0,2,0,1,5,0,0,0,0,0,4,16,0,55,NA
0,79,12,0,1,0,5,0,4,0,0,1,0,0,0,0,0,4,0,0,79,1125
1,77,12,4,1,1.5,5,0,NA,0,0,2,0,0,0,0,1.5,4,0,0,79,NA
1,20,12,16,1,9.66666666666667,6,0,2,0,0,3,0,0,0,0,9.66666666666667,4,0,0,79,NA
0,38,12,28,1,0,5,1,4,0,0,1,0,0,0,0,0,2,20,0,38,1000
1,42,12,20,1,0,5,0,1,0,1,2,0,0,0,0,0,2,20,0,38,1050
0,42,12,22,1,0,5,0,5,0,1,1,0,0,0,0,0,2,17,0,42,4200
1,38,12,22,1,0,5,1,1,0,1,2,0,0,0,0,0,2,17,0,42,1300
0,50,12,12,1,0,5,0,4,0,1,1,0,0,0,0,0,2,9,0,50,800
1,37,12,12,1,0,5,0,2,0,1,2,0,0,0,0,0,2,9,0,50,NA
0,29,12,13,1,0,5,1,1,0,1,1,0,0,0,0,0,5,11,0,29,1400
1,24,12,12,1,0,5,1,2,0,1,2,0,0,0,0,0,5,11,0,29,NA
0,34,12,22,1,1.25,5,1,1,0,1,1,0.666666666666667,0,0,0,0.583333333333333,4,17,0,34,4250
1,30,12,15,1,3.08333333333333,5,1,NA,0,1,2,0,1.16666666666667,1.91666666666667,0,0,4,17,0,34,NA
1,87,12,0,1,0,4,0,NA,0,0,7,0,0,0,0,0,4,17,0,34,NA
0,82,12,12,1,14,4,0,4,0,1,1,0,0,0,0,14,5,6,0,82,500
1,37,12,15,1,21.75,2,1,1,0,1,3,0,0,0.583333333333333,14,7.16666666666667,5,6,0,82,1500
1,16,12,12,1,0,6,0,NA,0,1,4,0,0,0,0,0,5,6,0,82,NA
1,13,12,8,1,1,6,0,NA,0,1,4,0,0,0,0,1,5,6,0,82,NA
0,26,12,12,1,0,1,1,4,0,1,1,0,0,0,0,0,2,9,0,26,2000
1,38,12,22,1,0,1,1,1,0,1,2,0,0,0,0,0,2,9,0,26,1400
0,69,12,22,1,84,5,0,4,0,1,1,0,0,0,0,84,3,17,0,69,300
0,43,12,20,1,0,6,1,1,0,1,1,0,0,0,0,0,1,18,0,43,5000
1,56,12,22,1,0,1,0,1,0,1,1,0,0,0,0,0,8,17,1,56,2000
0,61,12,22,1,0,5,1,1,0,1,2,0,0,0,0,0,8,17,1,56,3000
1,36,12,20,1,1.75,5,0,1,0,1,3,0,0,0,0,1.75,8,17,1,56,2500
1,94,12,2,1,0,4,0,NA,0,1,6,0,0,0,0,0,8,17,1,56,NA
1,13,12,8,1,0,6,0,NA,0,1,4,0,0,0,0,0,8,17,1,56,NA
0,28,12,12,0,0,1,1,1,0,1,1,0,0,0,0,0,3,9,0,28,1500
1,23,12,13,0,0,1,1,NA,0,1,2,0,0,0,0,0,3,9,0,28,NA
1,79,12,0,0,0,4,0,2,0,1,1,0,0,0,0,0,3,0,1,79,NA
0,50,12,12,0,0,6,1,4,0,0,3,0,0,0,0,0,3,0,1,79,NA
1,14,12,10,0,0,6,0,NA,0,1,4,0,0,0,0,0,3,0,1,79,NA
0,42,12,0,0,0,5,1,1,0,1,1,0,0,0,0,0,7,0,0,42,1000
1,49,12,12,0,0,5,0,1,0,1,2,0,0,0,0,0,7,0,0,42,90
1,24,12,10,0,0,2,1,3,0,1,3,0,0,0,0,0,7,0,0,42,150
0,18,12,12,0,0,1,0,3,0,1,3,0,0,0,0,0,7,0,0,42,1200
1,17,12,11,0,0,1,1,2,0,1,5,0,0,0,0,0,7,0,0,42,NA
0,59,12,15,0,0,1,1,4,0,1,1,0,0,0,0,0,4,12,0,59,2000
1,27,12,12,0,0,1,0,2,0,1,2,0,0,0,0,0,4,12,0,59,NA
0,33,12,20,0,0,5,1,1,0,1,1,0,0,0,0,0,4,18,0,33,3000
1,27,12,15,0,0,5,1,NA,0,1,2,0,0,0,0,0,4,18,0,33,NA
0,52,12,12,0,0,5,1,NA,0,1,1,0,0,0,0,0,5,9,0,52,NA
1,37,12,12,0,0,5,1,4,0,1,2,0,0,0,0,0,5,9,0,52,700
0,18,12,13,0,0,6,1,2,0,1,3,0,0,0,0,0,5,9,0,52,NA
1,17,12,11,0,0,6,0,2,0,1,3,0,0,0,0,0,5,9,0,52,NA
1,19,12,10,0,0,1,1,NA,0,1,1,0,0,0,0,0,4,8,1,19,NA
0,74,12,0,0,0,5,1,NA,0,1,1,0,0,0,0,0,4,0,0,74,NA
1,68,12,0,0,84,5,0,2,0,1,2,0,0,0,0,84,4,0,0,74,NA
0,15,12,12,0,15,6,1,1,0,1,4,0,0,0,0,15,4,0,0,74,400
0,45,12,4,0,0,2,0,1,0,1,1,0,0,0,0,0,5,2,0,45,600
0,13,12,8,0,0,6,1,NA,0,1,3,0,0,0,0,0,5,2,0,45,NA
1,70,12,0,0,0,5,0,1,0,1,1,0,0,0,0,0,2,0,1,70,200
0,68,12,0,0,0.416666666666667,5,0,NA,0,1,2,0.416666666666667,0,0,0,0,2,0,1,70,NA
1,29,12,12,0,0,1,1,NA,0,1,2,0,0,0,0,0,6,NA,0,29,NA
0,48,12,0,0,0,5,1,1,0,1,1,0,0,0,0,0,4,0,0,48,400
1,38,12,0,0,0,5,1,NA,0,1,2,0,0,0,0,0,4,0,0,48,NA
0,16,12,8,0,0,6,0,1,0,1,3,0,0,0,0,0,4,0,0,48,1200
0,15,12,8,0,0,6,0,2,0,1,3,0,0,0,0,0,4,0,0,48,NA
0,57,12,0,0,0,5,0,1,0,1,1,0,0,0,0,0,5,0,0,57,450
1,50,12,4,0,0,5,0,NA,0,1,2,0,0,0,0,0,5,0,0,57,NA
0,29,12,12,0,0,5,1,1,0,1,5,0,0,0,0,0,5,0,0,57,400
1,26,12,10,0,0,5,1,NA,0,1,3,0,0,0,0,0,5,0,0,57,NA
1,34,12,12,0,0,6,0,4,0,0,1,0,0,0,0,0,2,9,1,34,600
1,45,12,12,0,0,6,0,4,0,1,8,0,0,0,0,0,2,9,1,34,500
1,48,12,0,0,0,2,1,1,0,1,1,0,0,0,0,0,5,0,1,48,900
1,25,12,12,0,0,2,1,NA,0,1,3,0,0,0,0,0,5,0,1,48,NA
0,17,12,11,0,0,6,1,1,0,1,3,0,0,0,0,0,5,0,1,48,500
1,36,12,12,0,12,2,1,1,0,1,1,0,0,0,0,12,5,6,1,36,500
0,18,12,12,0,0,6,1,1,0,0,3,0,0,0,0,0,5,6,1,36,1200
0,16,12,12,0,0,6,0,NA,0,1,3,0,0,0,0,0,5,6,1,36,NA
1,14,12,10,0,5.5,6,1,NA,0,1,3,0,0.5,0.166666666666667,0,4.83333333333333,5,6,1,36,NA
1,12,12,10,0,0,6,0,NA,0,1,3,0,0,0,0,0,5,6,1,36,NA
1,49,12,4,0,0,2,1,1,0,1,1,0,0,0,0,0,2,2,1,49,900
1,18,12,13,0,9,6,1,NA,0,1,3,0.5,0,5,0,3.5,2,2,1,49,NA
1,77,12,0,0,0,4,1,NA,0,1,1,0,0,0,0,0,1,0,1,77,NA
0,52,12,12,0,0,1,1,1,0,1,1,0,0,0,0,0,6,6,0,52,600
1,33,12,0,0,0,1,1,NA,0,1,2,0,0,0,0,0,6,6,0,52,NA
0,15,12,10,0,0,6,1,1,0,1,7,0,0,0,0,0,6,6,0,52,900
1,14,12,10,0,0,6,1,NA,0,1,7,0,0,0,0,0,6,6,0,52,NA
1,38,12,12,0,0,3,1,1,0,1,1,0,0,0,0,0,4,9,1,38,800
1,18,12,12,0,0,6,0,1,0,1,3,0,0,0,0,0,4,9,1,38,600
0,16,12,11,0,0,6,0,1,0,1,3,0,0,0,0,0,4,9,1,38,300
0,66,12,4,0,0,4,1,4,0,1,1,0,0,0,0,0,1,2,0,66,300
0,51,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,2,9,0,51,1500
1,47,12,12,0,0,5,1,NA,0,1,2,0,0,0,0,0,2,9,0,51,NA
1,48,12,12,0,0,4,1,NA,0,1,1,0,0,0,0,0,5,6,1,48,NA
1,20,12,4,0,0,6,1,1,0,0,3,0,0,0,0,0,5,6,1,48,900
1,17,12,4,0,0,6,1,3,0,1,3,0,0,0,0,0,5,6,1,48,500
1,27,12,12,0,29.5,2,1,3,0,1,1,3.66666666666667,0,10.5,0,15.3333333333333,4,6,1,27,400
0,71,12,6,0,7,5,1,1,0,1,1,0,0,0,0,7,2,3,0,71,950
1,65,12,4,0,7,5,1,4,0,1,2,0,0,0,0,7,2,3,0,71,50
0,41,12,12,0,0,2,1,4,0,1,1,0,0,0,0,0,3,9,0,41,300
1,19,12,11,0,0,2,1,NA,0,1,3,0,0,0,0,0,3,9,0,41,NA
1,67,12,0,0,0,1,1,4,0,1,1,0,0,0,0,0,2,0,1,67,300
0,64,12,0,0,0,1,1,4,0,0,2,0,0,0,0,0,2,0,1,67,300
1,39,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,3,9,1,39,1000
1,13,12,8,0,0,6,1,NA,0,1,3,0,0,0,0,0,3,9,1,39,NA
1,39,12,15,0,61.5833333333333,5,1,4,0,1,1,0.5,0,1,0,60.0833333333333,5,12,1,39,700
0,17,12,12,0,2.5,6,1,2,0,1,3,0,0,1,0,1.5,5,12,1,39,NA
1,12,12,8,0,18.8333333333333,6,0,2,0,1,3,0.416666666666667,2.33333333333333,4.08333333333333,0,12,5,12,1,39,NA
0,43,12,12,0,0,5,1,1,0,0,1,0,0,0,0,0,4,6,0,43,700
1,40,12,12,0,3.33333333333333,5,1,4,0,0,2,0,0,0.333333333333333,0,3,4,6,0,43,75
1,15,12,12,0,0,6,1,NA,0,0,3,0,0,0,0,0,4,6,0,43,NA
0,44,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,5,6,0,44,200
1,43,12,8,0,0,5,1,4,0,1,2,0,0,0,0,0,5,6,0,44,200
0,33,12,12,0,0,1,1,1,0,1,5,0,0,0,0,0,5,6,0,44,1400
1,22,12,12,0,0,1,1,NA,0,1,3,0,0,0,0,0,5,6,0,44,NA
0,30,12,4,0,0,1,1,3,0,1,1,0,0,0,0,0,5,2,0,30,800
1,30,12,4,0,0,1,1,NA,0,1,2,0,0,0,0,0,5,2,0,30,NA
0,14,12,10,0,0,6,1,NA,0,1,3,0,0,0,0,0,5,2,0,30,NA
1,38,12,20,0,0,1,1,NA,0,1,1,0,0,0,0,0,5,16,1,38,NA
1,13,12,8,0,0,6,1,NA,0,1,3,0,0,0,0,0,5,16,1,38,NA
1,46,12,20,0,0,2,1,1,0,1,1,0,0,0,0,0,4,16,1,46,1300
0,26,12,15,0,3,1,1,1,0,0,3,0,0,3,0,0,4,16,1,46,800
1,20,12,13,0,8,1,1,1,0,1,5,0,2,4,2,0,4,16,1,46,900
1,41,12,8,0,0,4,1,1,0,1,1,0,0,0,0,0,7,7,1,41,840
1,17,12,15,0,0,6,1,NA,0,1,3,0,0,0,0,0,7,7,1,41,NA
0,16,12,13,0,0,6,1,1,0,1,3,0,0,0,0,0,7,7,1,41,240
0,13,12,10,0,0,6,1,3,0,1,3,0,0,0,0,0,7,7,1,41,240
1,87,12,0,0,0,4,1,4,0,1,1,0,0,0,0,0,1,0,1,87,200
0,36,12,8,0,0,5,1,4,0,1,1,0,0,0,0,0,4,7,0,36,700
1,36,12,12,0,0,5,0,2,0,1,2,0,0,0,0,0,4,7,0,36,NA
0,15,12,10,0,0,6,1,2,0,1,3,0,0,0,0,0,4,7,0,36,NA
1,83,12,0,0,0,4,1,4,0,1,1,0,0,0,0,0,2,0,1,83,20
1,13,12,10,0,0,6,0,NA,0,1,3,0,0,0,0,0,2,0,1,83,NA
0,56,12,12,0,0,5,1,1,0,1,1,0,0,0,0,0,3,6,0,56,2500
1,50,12,0,0,0,5,1,4,0,1,2,0,0,0,0,0,3,6,0,56,1200
1,24,12,15,0,0,5,1,2,0,1,5,0,0,0,0,0,3,6,0,56,NA
0,67,12,0,0,0,5,0,4,0,0,1,0,0,0,0,0,2,0,0,67,250
1,73,12,0,0,0,5,1,4,0,0,2,0,0,0,0,0,2,0,0,67,700
0,64,12,0,0,2,5,1,NA,0,0,1,0,0,0,0,2,5,0,0,64,NA
1,69,12,0,0,14,5,1,4,0,0,2,0,0,0,0,14,5,0,0,64,1200
0,19,12,11,0,0,6,0,NA,0,0,3,0,0,0,0,0,5,0,0,64,NA
0,16,12,11,0,0,6,0,NA,0,0,3,0,0,0,0,0,5,0,0,64,NA
1,56,12,17,0,0,2,0,NA,0,1,1,0,0,0,0,0,2,13,1,56,NA
1,22,12,16,0,0,6,0,NA,0,1,3,0,0,0,0,0,2,13,1,56,NA
1,34,12,12,0,0,2,0,1,0,1,1,0,0,0,0,0,4,6,1,34,1200
0,13,12,8,0,0,6,0,4,0,1,3,0,0,0,0,0,4,6,1,34,900
0,32,12,13,0,0,5,1,2,0,1,1,0,0,0,0,0,5,11,0,32,NA
1,28,12,4,0,0,5,1,NA,0,1,2,0,0,0,0,0,5,11,0,32,NA
0,41,12,12,0,0,1,1,4,0,1,1,0,0,0,0,0,3,6,0,41,300
1,33,12,8,0,0,1,0,1,0,1,2,0,0,0,0,0,3,6,0,41,600
0,66,12,6,0,0,1,1,4,0,1,1,0,0,0,0,0,2,3,0,66,NA
1,52,12,6,0,14,1,1,NA,0,1,2,0,0,0,0,14,2,3,0,66,NA
1,28,12,12,0,0,6,0,4,0,1,1,0,0,0,0,0,1,9,1,28,2100
0,31,12,15,0,0,5,1,1,0,1,1,0,0,0,0,0,4,12,0,31,1400
1,33,12,12,0,0,5,1,4,0,1,2,0,0,0,0,0,4,12,0,31,75
1,50,12,12,0,0,4,0,4,0,1,1,0,0,0,0,0,1,6,1,50,200
0,59,12,12,0,0,5,0,2,0,0,1,0,0,0,0,0,2,9,0,59,NA
1,56,12,0,0,0,5,0,4,0,1,2,0,0,0,0,0,2,9,0,59,NA
0,58,12,0,0,0,5,0,1,0,0,1,0,0,0,0,0,5,0,0,58,1000
1,58,12,0,0,0,5,0,NA,0,0,2,0,0,0,0,0,5,0,0,58,NA
1,34,12,6,0,0,2,0,NA,0,1,3,0,0,0,0,0,5,0,0,58,NA
1,12,12,2,0,0,6,0,NA,0,1,4,0,0,0,0,0,5,0,0,58,NA
0,44,12,10,0,0,5,0,1,0,1,1,0,0,0,0,0,4,8,0,44,1600
1,40,12,12,0,0,5,0,4,0,1,2,0,0,0,0,0,4,8,0,44,800
0,17,12,13,0,0,6,0,NA,0,1,3,0,0,0,0,0,4,8,0,44,NA
0,12,12,12,0,0,6,0,NA,0,1,3,0,0,0,0,0,4,8,0,44,NA
0,38,12,0,0,0,5,1,4,0,1,1,0,0,0,0,0,6,0,0,38,300
1,38,12,12,0,0,5,0,NA,0,1,2,0,0,0,0,0,6,0,0,38,NA
1,17,12,13,0,0,6,1,NA,0,1,3,0,0,0,0,0,6,0,0,38,NA
1,14,12,2,0,0,6,1,2,0,1,3,0,0,0,0,0,6,0,0,38,NA
0,45,12,6,0,2.35,5,1,3,0,1,1,0,0,0.35,1,1,3,3,0,45,1200
1,45,12,12,0,0,5,1,NA,0,1,2,0,0,0,0,0,3,3,0,45,NA
1,13,12,8,0,4.58333333333333,6,1,NA,0,1,3,0,0,0.583333333333333,0,4,3,3,0,45,NA
0,27,12,12,0,0,5,1,3,0,0,1,0,0,0,0,0,2,9,0,27,850
1,22,12,11,0,0,1,1,NA,0,0,2,0,0,0,0,0,2,9,0,27,NA
0,55,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,3,6,0,55,600
1,49,12,12,0,0,5,1,NA,0,1,2,0,0,0,0,0,3,6,0,55,NA
0,14,12,10,0,0,6,0,NA,0,1,3,0,0,0,0,0,3,6,0,55,NA
1,40,12,15,0,0,2,1,2,0,1,1,0,0,0,0,0,3,12,1,40,NA
0,19,12,15,0,0,6,1,NA,0,0,3,0,0,0,0,0,3,12,1,40,NA
0,16,12,11,0,0,6,0,NA,0,0,3,0,0,0,0,0,3,12,1,40,NA
1,58,12,12,0,0,1,1,NA,0,1,1,0,0,0,0,0,3,9,1,58,NA
0,54,12,20,0,0,1,1,1,0,1,2,0,0,0,0,0,3,9,1,58,1750
0,25,12,15,0,0,6,0,2,0,1,8,0,0,0,0,0,3,9,1,58,NA
1,74,12,0,0,0,5,0,NA,0,0,2,0,0,0,0,0,2,NA,0,88,NA
0,32,12,16,0,0,5,0,1,0,1,1,0,0,0,0,0,2,14,0,32,2000
1,29,12,22,0,0,5,0,1,0,1,2,0,0,0,0,0,2,14,0,32,2250
1,70,12,0,0,0,4,0,NA,0,0,6,0,0,0,0,0,3,12,0,36,NA
0,50,12,22,0,0,2,0,4,0,0,7,0,0,0,0,0,3,12,0,36,1000
0,36,12,15,0,0,6,0,3,0,0,1,0,0,0,0,0,3,12,0,36,300
1,47,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,4,9,1,47,400
1,22,12,20,0,0,6,0,NA,0,1,3,0,0,0,0,0,4,9,1,47,NA
0,20,12,15,0,0,6,0,NA,0,0,3,0,0,0,0,0,4,9,1,47,NA
0,15,12,12,0,0,6,1,NA,0,1,3,0,0,0,0,0,4,9,1,47,NA
1,51,12,0,0,0,4,0,NA,0,1,1,0,0,0,0,0,4,0,1,51,NA
1,25,12,12,0,0,5,1,NA,0,1,5,0,0,0,0,0,4,0,1,51,NA
1,60,12,17,0,0,5,0,4,0,1,2,0,0,0,0,0,9,6,0,59,400
0,59,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,9,6,0,59,200
1,37,12,20,0,0,6,1,1,0,1,7,0,0,0,0,0,9,6,0,59,1000
1,32,12,20,0,0,6,1,1,0,1,3,0,0,0,0,0,9,6,0,59,3500
0,28,12,22,0,0,6,1,1,0,0,3,0,0,0,0,0,9,6,0,59,2000
1,85,12,0,0,0,4,0,NA,0,1,1,0,0,0,0,0,1,0,1,85,NA
0,41,12,2,0,0,1,0,4,0,1,1,0,0,0,0,0,3,1,0,41,1200
1,39,12,10,0,0,1,0,4,0,1,2,0,0,0,0,0,3,1,0,41,1000
1,66,12,2,0,0,4,0,4,0,0,1,0,0,0,0,0,1,1,1,66,1000
0,32,12,11,0,0,1,1,3,0,1,1,0,0,0,0,0,3,10,0,32,1000
1,18,12,8,0,0,1,1,NA,0,0,2,0,0,0,0,0,3,10,0,32,NA
0,55,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,2,9,0,55,500
1,54,12,10,0,0,5,1,NA,0,1,2,0,0,0,0,0,2,9,0,55,NA
0,47,12,0,0,0,1,0,4,0,1,1,0,0,0,0,0,4,0,0,47,750
1,44,12,4,0,0,1,0,NA,0,0,2,0,0,0,0,0,4,0,0,47,NA
0,43,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,7,9,0,43,600
1,35,12,6,0,0,5,0,4,0,1,2,0,0,0,0,0,7,9,0,43,1800
0,18,12,15,0,0,6,0,4,0,1,3,0,0,0,0,0,7,9,0,43,450
0,17,12,13,0,0,6,0,4,0,1,3,0,0,0,0,0,7,9,0,43,NA
0,14,12,10,0,0,6,1,NA,0,1,3,0,0,0,0,0,7,9,0,43,NA
0,50,12,8,0,0,5,0,1,0,1,1,0,0,0,0,0,5,7,0,50,1000
1,31,12,12,0,0,5,0,NA,0,1,2,0,0,0,0,0,5,7,0,50,NA
1,59,12,0,0,0,4,1,4,0,1,1,0,0,0,0,0,1,0,1,59,500
1,65,12,0,0,0,5,1,4,0,1,1,0,0,0,0,0,2,0,1,65,200
0,15,12,12,0,0,6,1,NA,0,1,4,0,0,0,0,0,2,0,1,65,NA
0,53,12,22,0,0,1,0,4,0,1,1,0,0,0,0,0,4,17,0,53,2000
1,50,12,12,0,0,1,0,4,0,1,2,0,0,0,0,0,4,17,0,53,800
1,20,12,15,0,0,2,0,4,0,1,3,0,0,0,0,0,4,17,0,53,875
0,50,12,12,0,0,5,0,4,0,0,1,0,0,0,0,0,3,9,0,50,700
1,49,12,0,0,0,5,0,4,0,1,2,0,0,0,0,0,3,9,0,50,90
0,42,12,15,0,0,5,0,1,0,1,1,0,0,0,0,0,4,12,0,42,750
1,36,12,22,0,0,5,1,1,0,1,2,0,0,0,0,0,4,12,0,42,1700
1,17,12,13,0,0,6,1,NA,0,1,3,0,0,0,0,0,4,12,0,42,NA
0,12,12,8,0,0,6,0,NA,0,1,3,0,0,0,0,0,4,12,0,42,NA
0,29,12,12,0,14.15,1,1,NA,0,1,1,0,0,0.15,0,14,6,9,0,29,NA
1,35,12,8,0,7,1,1,1,0,1,2,0,0,0,0,7,6,9,0,29,2500
0,13,12,12,0,0,6,0,NA,0,1,3,0,0,0,0,0,6,9,0,29,NA
0,46,12,10,0,0,1,0,1,0,0,1,0,0,0,0,0,2,5,0,46,1050
1,32,12,4,0,0,1,0,NA,0,1,2,0,0,0,0,0,2,5,0,46,NA
0,29,12,12,0,0,5,0,1,0,1,1,0,0,0,0,0,4,6,0,29,1200
1,26,12,12,0,0,5,0,NA,0,1,2,0,0,0,0,0,4,6,0,29,NA
0,40,12,12,0,0,6,1,1,0,1,1,0,0,0,0,0,1,9,0,40,1200
0,68,12,12,0,0,2,0,NA,0,1,1,0,0,0,0,0,3,6,0,68,NA
1,68,12,12,0,0,2,1,1,0,1,2,0,0,0,0,0,3,6,0,68,150
0,48,12,12,0,0,6,0,1,0,0,3,0,0,0,0,0,3,6,0,68,500
0,74,12,4,0,0,4,0,NA,0,1,1,0,0,0,0,0,1,2,0,74,NA
0,65,12,2,0,0,2,0,3,0,1,1,0,0,0,0,0,8,1,0,65,1400
0,59,12,12,0,0,1,0,3,0,1,5,0,0,0,0,0,8,1,0,65,1400
1,41,12,6,0,0,1,0,4,0,1,3,0,0,0,0,0,8,1,0,65,2000
1,26,12,22,0,0,2,0,1,0,1,4,0,0,0,0,0,8,1,0,65,900
0,23,12,15,0,0,6,0,2,0,1,4,0,0,0,0,0,8,1,0,65,NA
0,17,12,13,0,0,6,0,NA,0,1,4,0,0,0,0,0,8,1,0,65,NA
0,28,12,12,0,0,5,1,4,0,1,1,0,0,0,0,0,2,9,0,28,1500
1,28,12,14,0,0,5,0,1,0,1,2,0,0,0,0,0,2,9,0,28,1500
0,32,12,12,0,0,5,0,4,0,1,1,0,0,0,0,0,5,9,0,32,1500
1,34,12,20,0,0,5,0,4,0,1,2,0,0,0,0,0,5,9,0,32,900
0,54,12,12,0,0,5,1,1,0,0,1,0,0,0,0,0,3,6,0,54,1500
1,54,12,12,0,0,2,0,4,0,0,2,0,0,0,0,0,3,6,0,54,200
0,14,12,12,0,0,6,1,NA,0,0,3,0,0,0,0,0,3,6,0,54,NA
0,21,12,12,0,0,1,1,1,0,0,1,0,0,0,0,0,4,9,0,21,1600
1,19,12,12,0,0,1,1,1,0,1,2,0,0,0,0,0,4,9,0,21,900
0,72,12,0,0,0,5,1,NA,0,1,1,0,0,0,0,0,5,0,0,72,NA
1,70,12,12,0,18.0833333333333,5,1,NA,0,1,2,0,0.666666666666667,3.33333333333333,0,14.0833333333333,5,0,0,72,NA
1,18,12,13,0,1.08333333333333,6,1,2,0,0,4,0,0,0,0,1.08333333333333,5,0,0,72,NA
0,13,12,8,0,2.41666666666667,6,0,2,0,1,4,0,0,0,0,2.41666666666667,5,0,0,72,NA
0,54,12,10,0,0,2,1,1,0,1,1,0,0,0,0,0,1,5,0,54,800
0,53,12,4,0,0,5,0,3,0,1,1,0,0,0,0,0,5,2,0,53,1500
1,54,12,0,0,0,5,1,NA,0,1,2,0,0,0,0,0,5,2,0,53,NA
1,21,12,13,0,0,2,0,1,0,1,3,0,0,0,0,0,5,2,0,53,1200
1,62,12,0,0,0,2,1,4,0,1,1,0,0,0,0,0,2,0,1,62,150
0,39,12,12,0,0,2,0,4,0,1,3,0,0,0,0,0,2,0,1,62,700
1,45,12,12,0,0,4,0,4,0,1,1,0,0,0,0,0,5,6,1,45,1500
1,18,12,12,0,0,6,0,2,0,0,3,0,0,0,0,0,5,6,1,45,NA
0,67,12,8,0,0,1,1,4,0,0,1,0,0,0,0,0,3,4,0,67,150
1,45,12,11,0,0,1,1,4,0,0,2,0,0,0,0,0,3,4,0,67,150
1,19,12,15,0,0,6,1,NA,0,0,8,0,0,0,0,0,3,4,0,67,NA
0,66,12,0,0,0,5,1,4,0,1,1,0,0,0,0,0,4,0,0,66,300
1,62,12,0,0,0,5,1,NA,0,1,2,0,0,0,0,0,4,0,0,66,NA
1,30,12,15,0,13,6,1,4,0,1,3,0,0,0,0,13,4,0,0,66,200
1,15,12,11,0,3,6,1,NA,0,1,4,0,0,0,0,3,4,0,0,66,NA
1,72,12,4,0,0,4,1,4,0,1,1,0,0,0,0,0,4,2,1,72,300
1,44,12,15,0,0,6,1,4,0,1,3,0,0,0,0,0,4,2,1,72,500
0,17,12,15,0,0,6,1,1,0,1,4,0,0,0,0,0,4,2,1,72,300
